PropertyClass,PropertyZone,PropertyFrontage,PropertySize,Street,Alley,PropertyShape,Elevation,Amenities,Orientation,Grade,Neighborhood,Condition1,Condition2,BldgType,PropertyStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Roof1Material,Roof2Material,ExteriorCladdingType,ExteriorCladdingArea,ExterQual,ExterCond,PropertyFooting,BsmntFinish,BsmntMaintenance,BsmntVisibility,BsmntFinRat1,BsmntFinSty1,BsmntFinQual1,BsmtFinSF2,BsmtUnfSF,BsmntSqFtage,Heating,HeatingEfficiency,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,Bath1,Bath2,BedroomUpLev,KitchenUpLev,KitchenQual,CntRmsUpLev,Functional,CntFireplaces,QualFireplace,BasementType,BasementYrBlt,BasementFinish,BasementCars,BasementSqFootage,BasementQual,BasementCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,BoundaryFeatures,AddFeatures,AddVal,SaleMon,SaleYr,SaleType,SaleCondn,PropPrice,TotalSF,TotalBathrooms,PropertyAge,RemodAge,IsRemodeled,TotalPorchSF,HasPool,HasGarage,HasFireplace
60,RL,65.0,7851,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,Gd,TA,No,GLQ,625,Unf,0,235,860,GasA,5,Y,SBrkr,860,1100,0,1960,1,0,2,1,4,1,4,8,Typ,2,3,BuiltIn,2002.0,Fin,2,440,3,3,Y,288,48,0,0,0,0,0,None,None,0,5,2010,WD,Normal,216500,2820,3.5,8,8,0,336,0,1,1
160,RM,21.0,1680,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,TwnhsE,2Story,6,3,1971,1971,Gable,CompShg,HdBoard,HdBoard,BrkFace,604.0,3,3,CBlock,TA,TA,No,ALQ,358,Unf,0,125,483,GasA,3,Y,SBrkr,483,504,0,987,0,0,1,1,2,1,3,5,Typ,0,0,Detchd,1971.0,Unf,1,264,3,3,Y,0,0,0,0,0,0,0,None,None,0,8,2008,WD,Normal,89500,1470,1.5,37,37,0,0,0,1,0
20,RL,65.0,8773,Pave,None,Reg,Lvl,AllPub,FR2,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,98.0,4,3,PConc,Gd,TA,Av,GLQ,24,Unf,0,1390,1414,GasA,5,Y,SBrkr,1414,0,0,1414,0,0,2,0,3,1,4,6,Typ,0,0,Attchd,2004.0,RFn,2,494,3,3,Y,132,105,0,0,0,0,0,None,None,0,5,2010,WD,Normal,185500,2828,2.0,6,6,0,237,0,1,0
60,RL,66.5,9453,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,SawyerW,RRNe,Norm,1Fam,2Story,7,7,1993,2003,Gable,CompShg,HdBoard,HdBoard,None,0.0,4,3,PConc,Gd,TA,No,BLQ,402,Unf,0,594,996,GasA,5,Y,SBrkr,1014,730,0,1744,0,0,2,1,3,1,4,7,Typ,0,0,Attchd,1993.0,RFn,2,457,3,3,Y,370,70,0,238,0,0,0,None,None,0,2,2010,WD,Normal,194500,2740,2.5,17,7,1,678,0,1,0
20,RL,93.0,12030,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2007,2007,Hip,CompShg,VinylSd,VinylSd,BrkFace,254.0,5,3,PConc,Ex,TA,No,Unf,0,Unf,0,1694,1694,GasA,5,Y,SBrkr,1694,0,0,1694,0,0,2,0,3,1,4,7,Typ,0,0,Attchd,2007.0,Fin,3,818,3,3,Y,168,228,0,0,0,0,0,None,None,0,12,2007,New,Partial,318000,3388,2.0,0,0,0,396,0,1,0
50,RL,52.0,8741,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,6,4,1945,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,CBlock,TA,Fa,No,LwQ,94,Unf,0,641,735,GasA,3,Y,FuseA,798,689,0,1487,0,0,1,1,3,1,3,7,Typ,1,4,Detchd,1949.0,Unf,1,220,3,3,Y,0,140,0,0,0,0,0,MnPrv,None,0,4,2010,WD,Normal,113000,2222,1.5,65,60,1,140,0,1,1
20,FV,75.0,9000,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,Stone,36.0,4,3,PConc,Gd,TA,Av,GLQ,1078,Unf,0,488,1566,GasA,5,Y,SBrkr,1566,0,0,1566,1,0,2,0,3,1,4,7,Typ,0,0,Attchd,2008.0,RFn,2,750,3,3,Y,144,168,0,0,0,0,0,None,None,0,4,2010,WD,Normal,262500,3132,3.0,2,2,0,312,0,1,0
30,RM,40.0,3880,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,9,1945,1997,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,4,CBlock,TA,TA,No,ALQ,329,Unf,0,357,686,GasA,4,Y,SBrkr,866,0,0,866,0,0,1,0,2,1,4,4,Typ,0,0,None,0.0,None,0,0,0,0,Y,58,42,0,0,0,0,0,None,None,0,8,2007,WD,Normal,110500,1552,1.0,62,10,1,100,0,0,0
50,RM,63.0,5000,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,4,1900,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,TA,TA,No,Unf,0,Unf,0,540,540,GasA,4,N,FuseA,889,551,0,1440,0,0,1,0,3,1,3,6,Typ,0,0,Attchd,1940.0,Unf,1,352,2,3,Y,0,0,77,0,0,0,0,None,None,0,4,2006,WD,Normal,79000,1980,1.0,106,56,1,77,0,1,0
160,RL,75.0,10762,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,TwnhsE,2Story,6,6,1980,1980,Gable,CompShg,Plywood,Plywood,None,0.0,3,3,CBlock,Gd,TA,No,Unf,0,Unf,0,626,626,GasA,3,Y,SBrkr,626,591,0,1217,0,0,1,1,3,1,3,6,Typ,1,3,Attchd,1980.0,RFn,1,288,3,3,Y,0,28,0,0,0,0,0,None,None,0,4,2009,WD,Normal,120000,1843,1.5,29,29,0,28,0,1,1
60,RL,66.5,8880,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,1994,2002,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,Gd,TA,No,GLQ,695,Unf,0,253,948,GasA,5,Y,SBrkr,1222,888,0,2110,1,0,2,1,3,1,4,8,Typ,2,2,Attchd,1994.0,RFn,2,463,3,3,Y,0,130,0,0,0,0,0,None,None,0,5,2010,WD,Normal,205000,3058,3.5,16,8,1,130,0,1,1
20,RL,80.0,10400,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7,5,1988,1988,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,102.0,3,3,CBlock,Gd,TA,Av,GLQ,929,Unf,0,916,1845,GasA,4,Y,SBrkr,1872,0,0,1872,0,1,2,0,3,1,3,6,Typ,1,3,Attchd,1988.0,Fin,2,604,3,3,Y,197,39,0,0,0,0,0,None,None,0,6,2006,WD,Normal,241500,3717,2.5,18,18,0,236,0,1,1
190,RM,69.0,9142,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,2fmCon,2Story,6,8,1910,1950,Gable,CompShg,AsbShng,AsbShng,None,0.0,3,2,Stone,Fa,TA,No,Unf,0,Unf,0,1020,1020,GasA,4,N,FuseP,908,1020,0,1928,0,0,2,0,4,2,2,9,Typ,0,0,Detchd,1910.0,Unf,1,440,1,1,Y,0,60,112,0,0,0,0,None,None,0,4,2006,WD,Normal,137000,2948,2.0,96,56,1,172,0,1,0
20,RL,75.0,11310,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1954,1954,Hip,CompShg,Wd Sdng,BrkFace,None,0.0,3,3,CBlock,TA,TA,No,Unf,0,Unf,0,1367,1367,GasA,5,Y,SBrkr,1375,0,0,1375,0,0,1,0,2,1,3,5,Typ,1,3,Attchd,1954.0,Unf,2,451,3,3,Y,0,30,0,0,0,0,0,None,None,0,6,2006,WD,Normal,140000,2742,1.0,52,52,0,30,0,1,1
60,RL,72.0,11317,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,101.0,4,3,PConc,Gd,TA,No,Unf,0,Unf,0,840,840,GasA,5,Y,SBrkr,840,828,0,1668,0,0,2,1,3,1,4,8,Typ,0,0,Attchd,2003.0,RFn,2,500,3,3,Y,144,68,0,0,0,0,0,None,None,0,9,2007,WD,Normal,180000,2508,2.5,4,4,0,212,0,1,0
50,RL,80.0,159000,Pave,None,IR2,Low,AllPub,CulDSac,Sev,ClearCr,Norm,Norm,1Fam,1.5Fin,6,7,1958,2006,Gable,CompShg,Wd Sdng,HdBoard,BrkCmn,472.0,4,3,CBlock,Gd,TA,Gd,Rec,697,Unf,0,747,1444,GasA,4,Y,SBrkr,1444,700,0,2144,0,1,2,0,4,1,4,7,Typ,2,3,Attchd,1958.0,Fin,2,389,3,3,Y,0,98,0,0,0,0,0,None,Shed,500,6,2007,WD,Normal,277000,3588,2.5,49,1,1,98,0,1,1
30,RL,55.0,5350,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,3,2,1940,1966,Gable,CompShg,Wd Sdng,Plywood,None,0.0,3,1,CBlock,TA,TA,No,Unf,0,Unf,0,728,728,GasA,5,Y,SBrkr,1306,0,0,1306,0,0,1,0,3,1,2,6,Mod,0,0,None,0.0,None,0,0,0,0,Y,263,0,0,0,0,0,0,GdWo,Shed,450,5,2010,WD,Normal,76500,2034,1.0,70,44,1,263,0,0,0
120,RM,44.0,4750,Pave,None,IR1,HLS,AllPub,Inside,Mod,Crawfor,Norm,Norm,TwnhsE,1Story,8,5,2006,2007,Hip,CompShg,VinylSd,VinylSd,Stone,481.0,4,3,PConc,Gd,TA,Gd,GLQ,1573,Unf,0,0,1573,GasA,5,Y,SBrkr,1625,0,0,1625,1,1,2,0,2,1,4,5,Typ,1,4,Attchd,2006.0,Fin,2,538,3,3,Y,123,0,0,0,153,0,0,None,None,0,12,2007,WD,Family,235000,3198,3.5,1,0,1,276,0,1,1
60,RL,65.0,8366,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,Gd,TA,No,Unf,0,Unf,0,798,798,GasA,5,Y,SBrkr,798,842,0,1640,0,0,2,1,3,1,4,6,Typ,0,0,Attchd,2004.0,RFn,2,520,3,3,Y,138,45,0,0,0,0,0,None,None,0,12,2008,WD,Normal,173000,2438,2.5,4,4,0,183,0,1,0
80,RL,85.0,9350,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,6,7,1964,1991,Hip,CompShg,HdBoard,HdBoard,BrkFace,108.0,3,3,CBlock,Gd,TA,Gd,LwQ,270,ALQ,580,452,1302,GasA,5,Y,SBrkr,1302,0,0,1302,0,1,2,0,3,1,4,7,Min1,0,0,Attchd,1964.0,RFn,1,309,3,3,Y,333,0,0,0,0,0,0,MnPrv,None,0,10,2007,CWD,Normal,158000,2604,2.5,43,16,1,333,0,1,0
20,RL,70.0,8400,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1957,1957,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,CBlock,TA,TA,No,Rec,922,Unf,0,392,1314,GasA,3,Y,SBrkr,1314,0,0,1314,1,0,1,0,3,1,3,5,Typ,0,0,Attchd,1957.0,RFn,1,294,3,3,Y,250,0,0,0,0,0,0,None,None,0,6,2010,WD,Normal,145000,2628,2.0,53,53,0,250,0,1,0
60,RL,66.0,8738,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,302.0,4,3,PConc,Gd,TA,No,Unf,0,Unf,0,975,975,GasA,5,Y,SBrkr,1005,1286,0,2291,0,0,2,1,4,1,4,8,Typ,1,3,BuiltIn,1999.0,Fin,2,429,3,3,Y,192,0,0,0,0,0,0,None,None,0,2,2006,WD,Normal,230000,3266,2.5,7,7,0,192,0,1,1
60,FV,64.0,8791,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,6,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,Gd,TA,No,Rec,503,Unf,0,361,864,GasA,5,Y,SBrkr,864,864,0,1728,0,0,2,1,3,1,4,7,Typ,0,0,Attchd,2003.0,RFn,2,673,3,3,Y,216,56,0,0,0,0,0,None,None,0,5,2008,WD,Normal,207500,2592,2.5,5,5,0,272,0,1,0
20,RL,68.0,8814,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,180.0,4,3,PConc,Gd,TA,No,GLQ,1334,Unf,0,270,1604,GasA,5,Y,SBrkr,1604,0,0,1604,1,0,2,1,3,1,4,8,Typ,1,4,Attchd,2006.0,RFn,2,660,3,3,Y,123,110,0,0,0,0,0,None,None,0,3,2009,WD,Abnorml,220000,3208,3.5,3,3,0,233,0,1,1
60,RL,80.0,12435,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,172.0,4,3,PConc,Gd,TA,No,GLQ,361,Unf,0,602,963,GasA,5,Y,SBrkr,963,829,0,1792,0,0,2,1,3,1,4,7,Typ,1,3,Attchd,2001.0,RFn,2,564,3,3,Y,0,96,0,245,0,0,0,None,None,0,5,2008,WD,Normal,231500,2755,2.5,7,7,0,341,0,1,1
20,RM,70.0,12702,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,5,1956,1956,Gable,CompShg,BrkFace,BrkFace,None,0.0,3,3,PConc,None,None,None,None,0,None,0,0,0,GasA,4,Y,FuseA,882,0,0,882,0,0,1,0,2,1,3,4,Typ,0,0,Detchd,1956.0,Unf,1,308,3,3,Y,0,45,0,0,0,0,0,None,None,0,12,2008,WD,Normal,97000,882,1.0,52,52,0,45,0,1,0
80,RL,120.0,19296,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Artery,Norm,1Fam,SLvl,6,5,1962,1962,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,399.0,3,3,CBlock,TA,TA,Gd,Rec,672,ALQ,690,0,1362,GasA,3,Y,SBrkr,1382,0,0,1382,1,0,1,0,3,1,3,6,Typ,1,3,Attchd,1991.0,Unf,2,884,3,3,Y,0,0,252,0,0,0,0,GdWo,None,0,5,2009,WD,Normal,176000,2744,2.0,47,47,0,252,0,1,1
60,RL,69.0,9588,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,2007,2007,Gable,CompShg,CemntBd,CmentBd,Stone,270.0,4,3,PConc,Ex,TA,No,Unf,0,Unf,0,1482,1482,GasA,5,Y,SBrkr,1482,1092,0,2574,0,0,2,1,3,1,5,10,Typ,1,4,BuiltIn,2007.0,Fin,3,868,3,3,Y,0,148,0,0,0,0,0,None,None,0,11,2007,New,Partial,276000,4056,2.5,0,0,0,148,0,1,1
80,RL,88.0,8471,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,6,7,1977,1995,Gable,CompShg,HdBoard,Plywood,BrkFace,46.0,3,3,CBlock,Gd,Gd,Av,ALQ,506,Unf,0,0,506,GasA,3,Y,SBrkr,1212,0,0,1212,1,0,1,0,3,1,3,6,Typ,1,3,Attchd,1978.0,Unf,2,492,3,3,Y,292,12,0,0,0,0,0,GdWo,None,0,7,2006,WD,Normal,151000,1718,2.0,29,11,1,304,0,1,1
50,RM,50.0,5500,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,7,1929,2001,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,TA,TA,No,LwQ,234,ALQ,692,0,926,GasA,3,Y,SBrkr,926,0,390,1316,1,0,1,0,3,1,3,6,Typ,0,0,Detchd,1974.0,Unf,2,484,3,3,Y,0,0,0,0,0,0,0,None,None,0,4,2010,WD,Normal,130000,1852,2.0,81,9,1,0,0,1,0
30,RM,30.0,5232,Pave,Grvl,IR3,Bnk,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1Story,5,5,1925,2004,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,Fa,TA,No,Unf,0,Unf,0,680,680,GasA,4,N,FuseP,764,0,0,764,0,0,1,0,2,1,3,4,Typ,0,0,Detchd,1965.0,Unf,2,504,3,3,N,0,0,0,0,0,0,0,None,None,0,6,2008,WD,Normal,73000,1444,1.0,83,4,1,0,0,1,0
20,RL,78.0,12090,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,6,1981,1981,Gable,CompShg,MetalSd,MetalSd,BrkFace,210.0,3,4,CBlock,Gd,TA,No,GLQ,588,LwQ,228,606,1422,GasA,3,Y,SBrkr,1422,0,0,1422,0,0,2,0,3,1,4,7,Typ,1,3,Attchd,1981.0,Fin,2,576,3,3,Y,276,0,0,0,0,0,0,GdPrv,None,0,6,2008,WD,Normal,175500,2844,2.0,27,27,0,276,0,1,1
60,RL,70.0,11207,Pave,None,IR1,HLS,AllPub,FR2,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1997,1997,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,Gd,TA,Av,GLQ,714,Unf,0,88,802,GasA,4,Y,SBrkr,802,709,0,1511,1,0,2,1,3,1,3,8,Typ,1,3,Attchd,1997.0,Fin,2,413,3,3,Y,95,75,0,0,0,0,0,None,None,0,6,2006,WD,Normal,185000,2313,3.5,9,9,0,170,0,1,1
75,RL,60.0,8400,Pave,None,Reg,Bnk,AllPub,Inside,Mod,SWISU,Norm,Norm,1Fam,2.5Fin,5,8,1939,1997,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,PConc,TA,TA,No,LwQ,378,Unf,0,342,720,GasA,5,Y,SBrkr,1052,720,420,2192,0,0,2,1,4,1,4,8,Typ,1,4,Detchd,1939.0,Unf,1,240,3,3,Y,262,24,0,0,0,0,0,None,None,0,7,2008,WD,Normal,179500,2492,2.5,69,11,1,286,0,1,1
30,RM,71.0,6900,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,5,6,1940,1955,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,CBlock,TA,TA,No,ALQ,403,Rec,125,212,740,GasA,5,Y,SBrkr,778,0,0,778,0,0,1,0,2,1,3,4,Typ,1,4,Detchd,1966.0,Fin,1,924,5,5,Y,0,25,0,0,0,0,0,None,None,0,2,2008,WD,Normal,120500,1518,1.0,68,53,1,25,0,1,1
20,RL,65.5,7917,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,6,7,1976,1976,Hip,CompShg,HdBoard,HdBoard,BrkFace,174.0,3,4,CBlock,TA,Gd,No,BLQ,751,Unf,0,392,1143,GasA,3,Y,SBrkr,1113,0,0,1113,1,0,1,1,3,1,3,6,Typ,1,2,Attchd,1987.0,RFn,1,504,3,4,Y,370,30,0,0,0,0,0,GdPrv,None,0,5,2007,WD,Normal,148000,2256,2.5,31,31,0,400,0,1,1
60,FV,84.0,10728,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,Gd,TA,Mn,Unf,0,Unf,0,1095,1095,GasA,4,Y,SBrkr,1095,844,0,1939,0,0,2,1,3,1,4,8,Typ,1,4,Attchd,2006.0,RFn,3,1053,3,3,Y,192,51,0,0,0,0,0,None,None,0,8,2006,New,Partial,266000,3034,2.5,0,0,0,243,0,1,1
20,RL,73.0,39104,Pave,None,IR1,Low,AllPub,CulDSac,Sev,ClearCr,Norm,Norm,1Fam,1Story,7,7,1954,2005,Flat,Membran,Plywood,Plywood,None,0.0,3,3,CBlock,Gd,TA,Gd,LwQ,226,GLQ,1063,96,1385,GasA,5,Y,SBrkr,1363,0,0,1363,1,0,1,0,2,1,3,5,Mod,2,3,Attchd,1954.0,Unf,2,439,3,3,Y,81,0,0,0,0,0,0,None,None,0,4,2008,WD,Normal,241500,2748,2.0,54,3,1,81,0,1,1
60,RL,92.0,11764,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,7,1999,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,348.0,4,3,PConc,Gd,TA,No,GLQ,524,Unf,0,628,1152,GasA,5,Y,SBrkr,1164,1106,0,2270,0,0,2,1,4,1,4,9,Typ,1,4,Attchd,1999.0,Fin,3,671,3,3,Y,132,57,0,0,0,0,0,None,None,0,4,2010,WD,Normal,290000,3422,2.5,11,3,1,189,0,1,1
20,RL,80.0,9600,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,6,6,1958,1988,Hip,CompShg,Wd Sdng,Wd Sdng,BrkCmn,183.0,3,3,CBlock,TA,TA,No,Rec,620,LwQ,620,0,1240,GasA,4,Y,SBrkr,1632,0,0,1632,1,0,2,0,3,1,3,6,Min1,1,4,Attchd,1958.0,RFn,1,338,3,3,Y,289,0,0,0,0,0,0,MnPrv,None,0,4,2009,WD,Normal,139000,2872,3.0,51,21,1,289,0,1,1
20,RL,76.0,8314,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,7,1982,1982,Gable,CompShg,HdBoard,ImStucc,None,0.0,3,3,CBlock,TA,TA,Gd,ALQ,546,Unf,0,270,816,GasA,3,Y,SBrkr,816,0,0,816,0,0,1,0,2,1,3,5,Typ,0,0,Attchd,1982.0,Unf,1,264,3,3,Y,168,0,0,0,0,0,0,None,None,0,6,2007,WD,Normal,124500,1632,1.0,25,25,0,168,0,1,0
50,RL,55.0,7264,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,7,7,1925,2007,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,4,4,BrkTil,TA,TA,No,Unf,0,Unf,0,952,952,GasW,4,N,SBrkr,952,596,0,1548,0,0,2,1,3,1,5,5,Typ,0,0,Detchd,1978.0,Unf,2,672,3,3,Y,74,0,0,0,144,0,0,None,None,0,10,2009,WD,Normal,205000,2500,2.5,84,2,1,218,0,1,0
20,RL,129.0,9196,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,Ex,TA,No,Unf,0,Unf,0,1560,1560,GasA,5,Y,SBrkr,1560,0,0,1560,0,0,2,0,3,1,4,7,Typ,0,0,Attchd,2003.0,Fin,2,573,3,3,Y,100,150,0,0,0,0,0,None,None,0,4,2010,WD,Normal,201000,3120,2.0,7,7,0,250,0,1,0
20,RL,140.0,19138,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,1Story,4,5,1951,1951,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,CBlock,TA,TA,No,LwQ,120,Unf,0,744,864,GasA,5,Y,SBrkr,864,0,0,864,0,0,1,0,2,1,3,4,Typ,0,0,Detchd,1951.0,Unf,2,400,3,3,Y,0,0,0,0,0,0,0,None,None,0,6,2010,WD,Normal,141000,1728,1.0,59,59,0,0,0,1,0
20,RL,107.0,14450,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,2006,2007,Gable,CompShg,CemntBd,CmentBd,BrkFace,315.0,5,3,PConc,Ex,TA,Gd,Unf,0,Unf,0,2121,2121,GasA,5,Y,SBrkr,2121,0,0,2121,0,0,2,1,3,1,5,8,Typ,1,5,Attchd,2007.0,Fin,3,732,3,3,Y,124,98,0,0,142,0,0,None,None,0,5,2007,New,Partial,415298,4242,2.5,1,0,1,364,0,1,1
60,RL,83.0,10005,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,2Story,7,5,1977,1977,Hip,CompShg,Plywood,Plywood,BrkFace,299.0,3,3,CBlock,Gd,TA,No,BLQ,392,Unf,0,768,1160,GasA,5,Y,SBrkr,1156,866,0,2022,0,0,2,1,4,1,3,8,Typ,1,3,Attchd,1977.0,Fin,2,505,3,3,Y,288,117,0,0,0,0,0,None,None,0,3,2008,WD,Normal,192000,3182,2.5,31,31,0,405,0,1,1
60,RL,82.0,11287,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,6,1989,1989,Gable,CompShg,Plywood,Plywood,BrkFace,340.0,4,3,CBlock,Gd,TA,Av,GLQ,421,Unf,0,386,807,GasA,4,Y,SBrkr,1175,807,0,1982,0,0,2,1,3,1,4,7,Typ,1,3,Attchd,1989.0,Fin,2,575,3,3,Y,0,84,0,196,0,0,0,None,None,0,1,2007,WD,Normal,228500,2789,2.5,18,18,0,280,0,1,1
20,FV,60.0,7200,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,6,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,68.0,4,3,PConc,Gd,TA,No,GLQ,905,Unf,0,357,1262,GasA,4,Y,SBrkr,1262,0,0,1262,0,0,2,0,2,1,4,5,Typ,0,0,Attchd,2006.0,Fin,2,572,3,3,Y,0,120,0,0,0,0,0,None,None,0,5,2006,New,Partial,185000,2524,2.0,0,0,0,120,0,1,0
120,RL,34.0,5063,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,Twnhs,1Story,7,5,2007,2008,Gable,CompShg,VinylSd,VinylSd,Stone,166.0,4,3,PConc,Gd,TA,No,GLQ,904,Unf,0,410,1314,GasA,5,Y,SBrkr,1314,0,0,1314,1,0,2,0,2,1,4,6,Typ,1,4,Attchd,2008.0,RFn,2,626,3,3,Y,172,62,0,0,0,0,0,None,None,0,4,2009,ConLw,Normal,207500,2628,3.0,2,1,1,234,0,1,1
